ATC;NT;NAZEV;NAZEV_EN
J07BF04;N;POLIOMYELITIDA, PEROR¡LNÕ BIVALENTNÕ VAKCÕNA, éIV› ATENUOVAN› VIRUS;POLIOMYELITIS ORAL, BIVALENT, LIVE ATTENUATED
J07BG;N;VAKCÕNY PROTI VZTEKLINÃ;RABIES VACCINES
J07BG01;N;VZTEKLINA, INAKTIVOVAN› CEL› VIRUS;RABIES, INACTIVATED, WHOLE VIRUS
J07BH;N;VAKCÕNY PROTI ROTAVIROV›M PRŸJMOV›M INFEKCÕM;ROTA VIRUS DIARRHEA VACCINES
J07BH01;N;ROTAVIRUS, éIV› ATENUOVAN› VIRUS;ROTA VIRUS, LIVE ATTENUATED
J07BH02;N;ROTAVIRUS, PENTAVALENTNÕ VAKCÕNA, éIV›, PÿETÿÕDÃN› VIRUS;ROTA VIRUS, PENTAVALENT, LIVE, REASSORTED
J07BJ;N;VAKCÕNY PROTI ZARDÃNK¡M;RUBELLA VACCINES
J07BJ01;N;ZARDÃNKY, éIV› ATENUOVAN› VIRUS;RUBELLA, LIVE ATTENUATED
J07BJ51;N;ZARDÃNKY, KOMBINACE S PÿÕUäNICEMI, éIV¡ ATENUOVAN¡ VAKCÕNA;RUBELLA, COMBINATIONS WITH MUMPS, LIVE ATTENUATED
J07BK;N;VAKCÕNY PROTI INFEKCÕM VYVOLAN›M VIREM VARICELLA-ZOSTER;VARICELLA ZOSTER VACCINES
J07BK01;N;PLAN… NEäTOVICE, éIV› ATENUOVAN› VIRUS;VARICELLA, LIVE ATTENUATED
J07BK02;N;ZOSTER, éIV› ATENUOVAN› VIRUS;ZOSTER, LIVE ATTENUATED
J07BK03;N;ZOSTER, PURIFIKOVAN› ANTIGEN;ZOSTER, PURIFIED ANTIGEN
J07BL;N;VAKCÕNA PROTI éLUT… ZIMNICI;YELLOW FEVER VACCINES
J07BL01;N;éLUT¡ ZIMNICE, éIV› ATENUOVAN› VIRUS;YELLOW FEVER, LIVE ATTENUATED
J07BM;N;VAKCÕNY PROTI PAPILOMAVIRU;PAPILLOMAVIRUS VACCINES
J07BM01;N;PAPILOMAVIRUS LIDSK› (TYP 6, 11, 16, 18);PAPILLOMAVIRUS (HUMAN TYPES 6, 11, 16, 18)
J07BM02;N;PAPILOMAVIRUS LIDSK› (TYP 16, 18);PAPILLOMAVIRUS (HUMAN TYPES 16, 18)
J07BM03;N;PROTEIN LIDSK…HO PAPILLOMAVIRU TYPU 6, 11, 16, 18, 31, 33, 45, 52, 58);PAPILLOMAVIRUS (HUMAN TYPES 6, 11, 16, 18, 31, 33, 45, 52, 58)
J07BN;N;VAKCÕNY PROTI COVID-19;COVID-19 VACCINES
J07BN01;N;COVID-19, RNA VAKCÕNA;COVID-19, RNA-BASED VACCINE
J07BN02;N;COVID-19, NEREPLIKUJÕCÕ SE VIROV› VEKTOR;COVID-19, VIRAL VECTOR, NON-REPLICATING
J07BN03;N;COVID-19, INAKTIVOVAN› VIRUS;COVID-19, INACTIVATED VIRUS
J07BN04;N;COVID-19, PROTEINOV¡ PODJEDNOTKA;COVID-19, PROTEIN SUBUNIT
J07BN05;N;COVID-19, VIRŸM PODOBN… »¡STICE;COVID-19, VIRUS-LIKE PARTICLES
J07BP;N;VAKCÕNY PROTI CHIKUNGUNYA;CHIKUNGUNYA VACCINES
J07BP01;N;CHIKUNGUNYA, éIV› ATENUOVAN› VIRUS;CHIKUNGUNYA, LIVE ATTENUATED
J07BP02;N;CHIKUNGUNYA, VIRŸM PODOBN… »¡STICE;CHIKUNGUNYA, VIRUS-LIKE PARTICLES
J07BX;N;JIN… VIROV… VAKCÕNY;OTHER VIRAL VACCINES
J07BX01;N;VAKCÕNY PROTI PRAV›M A OPI»ÕM NEäTOVICÕM;SMALLPOX AND MPOX VACCINES
J07BX02;N;VAKCÕNY PROTI EBOLE;EBOLA VACCINES
J07BX04;N;VAKCÕNY PROTI INFEKCÕM VYVOLAN›M VIREM DENGUE;DENGUE VIRUS VACCINES
J07BX05;N;VAKCÕNY PROTI INFEKCÕM VYVOLAN›M RESPIRA»NÕM SYNCYTI¡LNÕM VIREM;RESPIRATORY SYNCYTIAL VIRUS VACCINES
J07BX06;N;VAKCÕNY PROTI INFEKCÕM VYVOLAN›M ENTEROVIREM 71;ENTEROVIRUS 71 VACCINES
J07C;N;BAKTERI¡LNÕ A VIROV… VAKCÕNY, KOMBINOVAN…;BACTERIAL AND VIRAL VACCINES, COMBINED
J07CA;N;BAKTERI¡LNÕ A VIROV… VAKCÕNY, KOMBINOVAN…;BACTERIAL AND VIRAL VACCINES, COMBINED
J07CA01;N;DIFTERIE-POLIOMYELITIDA-TETANUS;DIPHTHERIA-POLIOMYELITIS-TETANUS
J07CA02;N;DIFTERIE-PERTUSE-POLIOMYELITIDA-TETANUS;DIPHTHERIA-PERTUSSIS-POLIOMYELITIS-TETANUS
J07CA03;N;DIFTERIE-RUBEOLA-TETANUS;DIPHTHERIA-RUBELLA-TETANUS
J07CA04;N;HAEMOPHILUS INFLUENZAE B-POLIOMYELITIDA;HAEMOPHILUS INFLUENZAE B AND POLIOMYELITIS
J07CA05;N;DIFTERIE-HEPATITIDA B-PERTUSE-TETANUS;DIPHTHERIA-HEPATITIS B-PERTUSSIS-TETANUS
J07CA06;N;DIFTERIE-HAEMOPHILUS INFLUENZAE B-PERTUSE-POLIOMYELITIDA-TETANUS;DIPHTHERIA-HAEMOPHILUS INFLUENZAE B-PERTUSSIS-POLIOMYELITIS-TETANUS
J07CA07;N;DIFTERIE-HEPATITIDA B-TETANUS;DIPHTHERIA-HEPATITIS B-TETANUS
J07CA08;N;HAEMOPHILUS INFLUENZAE B-HEPATITIDA B;HAEMOPHILUS INFLUENZAE B AND HEPATITIS B
J07CA09;N;DIFTERIE-HAEMOPHILUS INFLUENZAE B-PERTUSE-POLIOMYELIDA-TETANUS-HEPATITIDA B;DIPHTHERIA-HAEMOPHILUS INFLUENZAE B-PERTUSSIS-POLIOMYELITIS-TETANUS-HEPATITIS B
J07CA10;N;BÿIäNÕ TYFUS-HEPATITIDA A;TYPHOID-HEPATITIS A
J07CA11;N;DIFTERIE-HAEMOPHILUS INFLUENZAE B-PERTUSE-TETANUS-HEPATITIDA B;DIPHTHERIA-HAEMOPHILUS INFLUENZAE B-PERTUSSIS-TETANUS-HEPATITIS B
J07CA12;N;DIFTERIE-PERTUSE-POLIOMYELITIDA-TETANUS-HEPATITIDA B;DIPHTHERIA-PERTUSSIS-POLIOMYELITIS-TETANUS-HEPATITIS B
J07CA13;N;DIFTERIE-HAEMOPHULUS INFLUENZAE B-PERTUSE-TETANUS-HEPATITIDA B-MENINGOCOCCUS A+C;DIPHTHERIA-HAEMOPHILUS INFLUENZAE B-PERTUSSIS-TETANUS-HEPATITIS B-MENINGOCOCCUS A + C
J07X;N;JIN… VAKCÕNY;OTHER VACCINES
J07XA;N;PARAZIT¡RNÕ VAKCÕNY;PARASITIC VACCINES
J07XA01;N;VAKCÕNY PROTI MAL¡RII;MALARIA VACCINES
L;N;CYTOSTATIKA A IMUNOMODULA»NÕ L…»IVA;ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01;N;CYTOSTATIKA;ANTINEOPLASTIC AGENTS
L01A;N;ALKYLA»NÕ L¡TKY;ALKYLATING AGENTS
L01AA;N;ANALOGA DUSÕKAT…HO YPERITU;NITROGEN MUSTARD ANALOGUES
L01AA01;N;CYKLOFOSFAMID;CYCLOPHOSPHAMIDE
L01AA02;N;CHLORAMBUCIL;CHLORAMBUCIL
L01AA03;N;MELFALAN;MELPHALAN
L01AA05;N;CHLORMETHIN;CHLORMETHINE
L01AA06;N;IFOSFAMID;IFOSFAMIDE
L01AA07;N;TROFOSFAMID;TROFOSFAMIDE
L01AA08;N;PREDNIMUSTIN;PREDNIMUSTINE
L01AA09;N;BENDAMUSTIN;BENDAMUSTINE
L01AA10;N;MELFALAN-FLUFENAMID;MELPHALAN FLUFENAMIDE
L01AB;N;ALKYLSULFON¡TY;ALKYL SULFONATES
L01AB01;N;BUSULFAN;BUSULFAN
L01AB02;N;TREOSULFAN;TREOSULFAN
L01AB03;N;MANNOSULFAN;MANNOSULFAN
L01AC;N;ETHYLENIMINY;ETHYLENE IMINES
L01AC01;N;THIOTEPA;THIOTEPA
L01AC02;N;TRIAZICHON;TRIAZIQUONE
L01AC03;N;KARBOCHON;CARBOQUONE
L01AD;N;DERIV¡TY NITROSOMO»OVINY;NITROSOUREAS
L01AD01;N;KARMUSTIN;CARMUSTINE
L01AD02;N;LOMUSTIN;LOMUSTINE
L01AD03;N;SEMUSTIN;SEMUSTINE
L01AD04;N;STREPTOZOCIN;STREPTOZOCIN
L01AD05;N;FOTEMUSTIN;FOTEMUSTINE
L01AD06;N;NIMUSTIN;NIMUSTINE
L01AD07;N;RANIMUSTIN;RANIMUSTINE
L01AD08;N;URAMUSTIN;URAMUSTINE
L01AG;N;EPOXIDY;EPOXIDES
L01AG01;N;ETOGLUCID;ETOGLUCID
L01AX;N;JIN… ALKYLA»NÕ L¡TKY;OTHER ALKYLATING AGENTS
L01AX01;N;MITOBRONITOL;MITOBRONITOL
L01AX02;N;PIPOBROMAN;PIPOBROMAN
L01AX03;N;TEMOZOLOMID;TEMOZOLOMIDE
L01AX04;N;DAKARBAZIN;DACARBAZINE
L01B;N;ANTIMETABOLITY;ANTIMETABOLITES
L01BA;N;ANALOGA KYSELINY LISTOV…;FOLIC ACID ANALOGUES
L01BA01;N;METHOTREX¡T;METHOTREXATE
L01BA03;N;RALTITREXED;RALTITREXED
L01BA04;N;PEMETREXED;PEMETREXED
L01BA05;N;PRALATREXAT;PRALATREXATE
L01BB;N;ANALOGA PURINU;PURINE ANALOGUES
L01BB02;N;MERKAPTOPURIN;MERCAPTOPURINE
L01BB03;N;THIOGUANIN;TIOGUANINE
L01BB04;N;KLADRIBIN;CLADRIBINE
L01BB05;N;FLUDARABIN;FLUDARABINE
L01BB06;N;KLOFARABIN;CLOFARABINE
L01BB07;N;NELARABIN;NELARABINE
L01BC;N;ANALOGA PYRIMIDINU;PYRIMIDINE ANALOGUES
L01BC01;N;CYTARABIN;CYTARABINE
L01BC02;N;FLUORURACIL;FLUOROURACIL
L01BC03;N;TEGAFUR;TEGAFUR
L01BC04;N;KARMOFUR;CARMOFUR
L01BC05;N;GEMCITABIN;GEMCITABINE
L01BC06;N;KAPECITABIN;CAPECITABINE
L01BC07;N;AZACITIDIN;AZACITIDINE
L01BC08;N;DECITABIN;DECITABINE
L01BC09;N;FLOXURIDIN;FLOXURIDINE
L01BC52;N;FLUORURACIL, KOMBINACE;FLUOROURACIL, COMBINATIONS
L01BC53;N;TEGAFUR, KOMBINACE;TEGAFUR, COMBINATIONS
L01BC58;N;DECITABIN, KOMBINACE;DECITABINE, COMBINATIONS
L01BC59;N;TRIFLURIDIN, KOMBINACE;TRIFLURIDINE, COMBINATIONS
L01C;N;ROSTLINN… ALKALOIDY A JIN¡ PÿÕRODNÕ L…»IVA;PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS
L01CA;N;VINKA ALKALOIDY A ANALOGA;VINCA ALKALOIDS AND ANALOGUES
L01CA01;N;VINBLASTIN;VINBLASTINE
L01CA02;N;VINKRISTIN;VINCRISTINE
L01CA03;N;VINDESIN;VINDESINE
L01CA04;N;VINORELBIN;VINORELBINE
L01CA05;N;VINFLUNIN;VINFLUNINE
L01CA06;N;VINTAFOLID;VINTAFOLIDE
L01CB;N;DERIV¡TY PODOFYLOTOXINU;PODOPHYLLOTOXIN DERIVATIVES
L01CB01;N;ETOPOSID;ETOPOSIDE
L01CB02;N;TENIPOSID;TENIPOSIDE
L01CC;N;DERIV¡TY KOLCHICINU;COLCHICINE DERIVATIVES
L01CC01;N;DEMEKOLCIN;DEMECOLCINE
L01CD;N;TAXANY;TAXANES
L01CD01;N;PAKLITAXEL;PACLITAXEL
L01CD02;N;DOCETAXEL;DOCETAXEL
L01CD03;N;PAKLITAXEL-POLIGLUMEX;PACLITAXEL POLIGLUMEX
L01CD04;N;KABAZITAXEL;CABAZITAXEL
L01CD51;N;PAKLITAXEL A ENCEKVIDAR;PACLITAXEL AND ENCEQUIDAR
L01CE;N;INHIBITORY TOPOIZOMER¡ZY I (TOP I);TOPOISOMERASE 1 (TOP1) INHIBITORS
L01CE01;N;TOPOTEKAN;TOPOTECAN
L01CE02;N;IRINOTEKAN;IRINOTECAN
L01CE03;N;ETIRINOTEKAN PEGOL;ETIRINOTECAN PEGOL
L01CE04;N;BELOTEKAN;BELOTECAN
L01CX;N;JIN… ROSTLINN… ALKALOIDY A PÿÕRODNÕ L…»IVA;OTHER PLANT ALKALOIDS AND NATURAL PRODUCTS
L01CX01;N;TRABEKTEDIN;TRABECTEDIN
L01D;N;CYTOTOXICK¡ ANTIBIOTIKA A PÿÕBUZN… L¡TKY;CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES
L01DA;N;AKTINOMYCINY;ACTINOMYCINES
L01DA01;N;DAKTINOMYCIN;DACTINOMYCIN
L01DB;N;ANTRACYKLINY A PÿÕBUZN… L¡TKY;ANTHRACYCLINES AND RELATED SUBSTANCES
L01DB01;N;DOXORUBICIN;DOXORUBICIN
L01DB02;N;DAUNORUBICIN;DAUNORUBICIN
L01DB03;N;EPIRUBICIN;EPIRUBICIN
L01DB04;N;AKLARUBICIN;ACLARUBICIN
L01DB05;N;ZORUBICIN;ZORUBICIN
L01DB06;N;IDARUBICIN;IDARUBICIN
L01DB07;N;MITOXANTRON;MITOXANTRONE
L01DB08;N;PIRARUBICIN;PIRARUBICIN
L01DB09;N;VALRUBICIN;VALRUBICIN
L01DB10;N;AMRUBICIN;AMRUBICIN
L01DB11;N;PIXANTRON;PIXANTRONE
L01DC;N;JIN¡ CYTOTOXICK¡ ANTIBIOTIKA;OTHER CYTOTOXIC ANTIBIOTICS
L01DC01;N;BLEOMYCIN;BLEOMYCIN
L01DC02;N;PLIKAMYCIN;PLICAMYCIN
L01DC03;N;MITOMYCIN;MITOMYCIN
L01DC04;N;IXABEPILON;IXABEPILONE
L01DC05;N;UTIDELON;UTIDELONE
L01E;N;INHIBITORY PROTEINKIN¡Z;PROTEIN KINASE INHIBITORS
L01EA;N;TYROSINKIN¡ZOV… INHIBITORY BCR-ABL;BCR-ABL TYROSINE KINASE INHIBITORS
L01EA01;N;IMATINIB;IMATINIB
L01EA02;N;DASATINIB;DASATINIB
L01EA03;N;NILOTINIB;NILOTINIB
L01EA04;N;BOSUTINIB;BOSUTINIB
L01EA05;N;PONATINIB;PONATINIB
L01EA06;N;ASCIMINIB;ASCIMINIB
L01EB;N;TYROSINKIN¡ZOV… INHIBITORY RECEPTORU PRO EPIDERM¡LNÕ RŸSTOV› FAKTOR (EGFR);EPIDERMAL GROWTH FACTOR RECEPTOR (EGFR) TYROSINE KINASE INHIBITORS
L01EB01;N;GEFITINIB;GEFITINIB
L01EB02;N;ERLOTINIB;ERLOTINIB
L01EB03;N;AFATINIB;AFATINIB
L01EB04;N;OSIMERTINIB;OSIMERTINIB
L01EB05;N;ROCILETINIB;ROCILETINIB
L01EB06;N;OLMUTINIB;OLMUTINIB
L01EB07;N;DAKOMITINIB;DACOMITINIB
L01EB08;N;IKOTINIB;ICOTINIB
L01EB09;N;LAZERTINIB;LAZERTINIB
L01EB10;N;MOBOCERTINIB;MOBOCERTINIB
L01EB11;N;AUMOLERTINIB;AUMOLERTINIB
L01EB12;N;FIRMONERTINIB;FIRMONERTINIB
L01EC;N;INHIBITORY B-RAF SERIN-THREONINOV… KIN¡ZY (BRAF);B-RAF SERINE-THREONINE KINASE (BRAF) INHIBITORS
L01EC01;N;VEMURAFENIB;VEMURAFENIB
L01EC02;N;DABRAFENIB;DABRAFENIB
L01EC03;N;ENKORAFENIB;ENCORAFENIB
L01EC04;N;TOVORAFENIB;TOVORAFENIB
L01ED;N;INHIBITORY KIN¡ZY ANAPLASTICK…HO LYMFOMU (ALK);ANAPLASTIC LYMPHOMA KINASE (ALK) INHIBITORS
L01ED01;N;KRIZOTINIB;CRIZOTINIB
L01ED02;N;CERITINIB;CERITINIB
L01ED03;N;ALEKTINIB;ALECTINIB
L01ED04;N;BRIGATINIB;BRIGATINIB
L01ED05;N;LORLATINIB;LORLATINIB
L01EE;N;INHIBITORY MITOGENEM AKTIVOVAN… PROTEINKIN¡ZY (MEK);MITOGEN-ACTIVATED PROTEIN KINASE (MEK) INHIBITORS
L01EE01;N;TRAMETINIB;TRAMETINIB
L01EE02;N;KOBIMETINIB;COBIMETINIB
L01EE03;N;BINIMETINIB;BINIMETINIB
L01EE04;N;SELUMETINIB;SELUMETINIB
L01EE05;N;MIRDAMETINIB;MIRDAMETINIB
L01EE06;N;TUNLAMETINIB;TUNLAMETINIB
L01EF;N;INHIBITORY CYKLIN-DEPENDENTNÕ KIN¡ZY (CDK);CYCLIN-DEPENDENT KINASE (CDK) INHIBITORS
L01EF01;N;PALBOCIKLIB;PALBOCICLIB
L01EF02;N;RIBOCIKLIB;RIBOCICLIB
L01EF03;N;ABEMACIKLIB;ABEMACICLIB
L01EG;N;INHIBITORY MTOR (MAMMALIAN TARGET OF RAPAMYCIN) KIN¡ZY;MAMMALIAN TARGET OF RAPAMYCIN (MTOR) KINASE INHIBITORS
L01EG01;N;TEMSIROLIMUS;TEMSIROLIMUS
L01EG02;N;EVEROLIMUS;EVEROLIMUS
L01EG03;N;RIDAFOROLIMUS;RIDAFOROLIMUS
L01EG04;N;SIROLIMUS;SIROLIMUS
L01EH;N;TYROSINKIN¡ZOV… INHIBITORY RECEPTORU 2 PRO EPIDERM¡LNÕ RŸSTOV› FAKTOR (HER2);HUMAN EPIDERMAL GROWTH FACTOR RECEPTOR 2 (HER2) TYROSINE KINASE INHIBITORS
L01EH01;N;LAPATINIB;LAPATINIB
L01EH02;N;NERATINIB;NERATINIB
L01EH03;N;TUKATINIB;TUCATINIB
L01EH04;N;ZONGERTINIB;ZONGERTINIB
L01EH05;N;MIFANERTINIB;MIFANERTINIB
L01EH06;N;SEVABERTINIB;SEVABERTINIB
L01EJ;N;INHIBITORY JANUS KIN¡Z (JAK);JANUS-ASSOCIATED KINASE (JAK) INHIBITORS
L01EJ01;N;RUXOLITINIB;RUXOLITINIB
L01EJ02;N;FEDRATINIB;FEDRATINIB
L01EJ03;N;PACRITINIB;PACRITINIB
L01EJ04;N;MOMELOTINIB;MOMELOTINIB
L01EK;N;TYROSINKIN¡ZOV… INHIBITORY RECEPTORU PRO VASKUL¡RNÕ ENDOTELI¡LNÕ RŸSTOV› FAKTOR (VEGFR);VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR (VEGFR) TYROSINE KINASE INHIBITORS
L01EK01;N;AXITINIB;AXITINIB
L01EK02;N;CEDIRANIB;CEDIRANIB
L01EK03;N;TIVOZANIB;TIVOZANIB
L01EK04;N;FRUCHINTINIB;FRUQUINTINIB
L01EK05;N;RIVOCERANIB;RIVOCERANIB
L01EL;N;INHIBITORY BRUTONOVY TYROSINKIN¡ZY (BTK);BRUTON'S TYROSINE KINASE (BTK) INHIBITORS
L01EL01;N;IBRUTINIB;IBRUTINIB
L01EL02;N;AKALABRUTINIB;ACALABRUTINIB
L01EL03;N;ZANUBRUTINIB;ZANUBRUTINIB
L01EL04;N;ORELABRUTINIB;ORELABRUTINIB
L01EL05;N;PIRTOBRUTINIB;PIRTOBRUTINIB
L01EL06;N;TIRABRUTINIB;TIRABRUTINIB
L01EM;N;INHIBITORY FOSFATIDYLINOSITOL-3-KIN¡ZY (PI3K);PHOSPHATIDYLINOSITOL-3-KINASE (PI3K) INHIBITORS
L01EM01;N;IDELALISIB;IDELALISIB
L01EM02;N;KOPANLISIB;COPANLISIB
L01EM03;N;ALPELISIB;ALPELISIB
L01EM04;N;DUVELISIB;DUVELISIB
L01EM05;N;PARSAKLISIB;PARSACLISIB
L01EM06;N;INAVOLISIB;INAVOLISIB
L01EN;N;INHIBITORY TYROSINKIN¡ZY RECEPTORU PRO FIBROBLASTOV› RŸSTOV› FAKTOR (FGFR);FIBROBLAST GROWTH FACTOR RECEPTOR (FGFR) TYROSINE KINASE INHIBITORS
L01EN01;N;ERDAFITINIB;ERDAFITINIB
L01EN02;N;PEMIGATINIB;PEMIGATINIB
L01EN03;N;INFIGRATINIB;INFIGRATINIB
L01EN04;N;FUTIBATINIB;FUTIBATINIB
L01EP;N;INHIBITORY KIN¡ZY RECEPTORU MET (FAKTOR MEZENCHYMOVÃ EPITELI¡LNÕHO PÿECHODU) (C-MET);CELLULAR-MESENCHYMAL-EPITHELIAL TRANSITION FACTOR (C-MET) KINASE INHIBITORS
