KOD_LATKY;NAZEV_INN;NAZEV_EN;NAZEV;ZAV
10643;CEFPODOXIMUM;CEFPODOXIME;CEFPODOXIM;
10644;SUMATRIPTANUM;SUMATRIPTAN;SUMATRIPTAN;
10645;SUMATRIPTANI SUCCINAS;SUMATRIPTAN SUCCINATE;SUMATRIPTAN-SUKCIN¡T;
10647;SIMVASTATINUM;SIMVASTATIN;SIMVASTATIN;
10648;CLOPIDOGRELUM;CLOPIDOGREL;KLOPIDOGREL;
10686;LACIDIPINUM;LACIDIPINE;LACIDIPIN;
10704;RANOLAZINUM;RANOLAZINE;RANOLAZIN;
10706;RILMENIDINUM;RILMENIDINE;RILMENIDIN;
10707;RISPERIDONUM;RISPERIDONE;RISPERIDON;
10722;TOPIRAMATUM;TOPIRAMATE;TOPIRAM¡T;
10725;VINORELBINUM;VINORELBINE;VINORELBIN;
10740;DAPTOMYCINUM;DAPTOMYCIN;DAPTOMYCIN;
10758;MIVACURII CHLORIDUM;MIVACURIUM CHLORIDE;MIVAKURIUM-CHLORID;
10772;PRAMIPEXOLUM;PRAMIPEXOLE;PRAMIPEXOL;
10792;FLUOXETINI HYDROCHLORIDUM;FLUOXETINE HYDROCHLORIDE;FLUOXETIN-HYDROCHLORID;
10803;ACIDUM GADOTERICUM;GADOTERIC ACID;KYSELINA GADOTEROV¡;
10804;ACIDUM PAMIDRONICUM;PAMIDRONIC ACID;KYSELINA PAMIDRONOV¡;
10815;CLARITHROMYCINUM;CLARITHROMYCIN;KLARITHROMYCIN;
10817;DEXMEDETOMIDINUM;DEXMEDETOMIDINE;DEXMEDETOMIDIN;
10824;EMEDASTINUM;EMEDASTINE;EMEDASTIN;
10831;GRANISETRONUM;GRANISETRON;GRANISETRON;
10860;HEXAMIDINUM;HEXAMIDINE;HEXAMIDIN;
10869;ATOSIBANUM;ATOSIBAN;ATOSIBAN;
10878;CEFPROZILUM;CEFPROZIL;CEFPROZIL;
10892;IMIDAPRILUM;IMIDAPRIL;IMIDAPRIL;
10896;LANSOPRAZOLUM;LANSOPRAZOLE;LANSOPRAZOL;
10903;MEROPENEMUM;MEROPENEM;MEROPENEM;
10905;ZOLPIDEMI TARTRAS;ZOLPIDEM TARTRATE;ZOLPIDEM-TARTAR¡T;7
10912;NATRII PENTOSANI POLYSULFAS;PENTOSAN POLYSULFATE SODIUM;NATRIUM-PENTOSAN-POLYSULF¡T;
10917;ORLISTATUM;ORLISTAT;ORLISTAT;
10923;PIOGLITAZONUM;PIOGLITAZONE;PIOGLITAZON;
10929;RILUZOLUM;RILUZOLE;RILUZOL;
10937;TAZOBACTAMUM;TAZOBACTAM;TAZOBAKTAM;
10943;VENLAFAXINUM;VENLAFAXINE;VENLAFAXIN;
10945;ACAMPROSATUM;ACAMPROSATE;AKAMPROS¡T;
10946;ACIDUM ALENDRONICUM;ALENDRONIC ACID;KYSELINA ALENDRONOV¡;
10951;ARTESUNATUM;ARTESUNATE;ARTESUN¡T;
10958;CALCIPOTRIOLUM;CALCIPOTRIOL;KALCIPOTRIOL;
10966;DECITABINUM;DECITABINE;DECITABIN;
10968;DEXIBUPROFENUM;DEXIBUPROFEN;DEXIBUPROFEN;
10981;FLUDEOXYGLUCOSUM (18F);FLUDEOXYGLUCOSE (18F);FLUDEOXYGLUKOSA-(18F);
10983;FLUTRIMAZOLUM;FLUTRIMAZOLE;FLUTRIMAZOL;
10996;MILTEFOSINUM;MILTEFOSINE;MILTEFOSIN;
10997;MIRTAZAPINUM;MIRTAZAPINE;MIRTAZAPIN;
11003;PENCICLOVIRUM;PENCICLOVIR;PENCIKLOVIR;
11009;ROPINIROLUM;ROPINIROLE;ROPINIROL;
11010;SERTINDOLUM;SERTINDOLE;SERTINDOL;
11025;ACIDUM GADOBENICUM;GADOBENIC ACID;KYSELINA GADOBENOV¡;
11026;ADAPALENUM;ADAPALENE;ADAPALEN;
11031;ANGIOTENSINUM II;ANGIOTENSIN II;ANGIOTENSIN II;
11047;CETRORELIXUM;CETRORELIX;CETRORELIX;
11067;FILGRASTIMUM;FILGRASTIM;FILGRASTIM;
11069;FLUORODOPUM (18F);FLUORODOPA (18F);FLUORDOPA-(18F);
11070;GADOTERIDOLUM;GADOTERIDOL;GADOTERIDOL;
11071;IRINOTECANUM;IRINOTECAN;IRINOTEKAN;
11072;LANREOTIDUM;LANREOTIDE;LANREOTID;
11076;LEVOFLOXACINUM;LEVOFLOXACIN;LEVOFLOXACIN;
11077;LEVOMENTHOLUM;LEVOMENTHOL;LEVOMENTHOL;
11100;TOPOTECANUM;TOPOTECAN;TOPOTEKAN;
11109;NADROPARINUM CALCICUM;NADROPARIN CALCIUM;V¡PENAT¡ SŸL NADROPARINU;
11118;PEGASPARGASUM;PEGASPARGASE;PEGASPARGASA;
11134;TAMSULOSINUM;TAMSULOSIN;TAMSULOSIN;
11151;ACIDUM RISEDRONICUM;RISEDRONIC ACID;KYSELINA RISEDRONOV¡;
11162;CICLESONIDUM;CICLESONIDE;CIKLESONID;
11164;SAPROPTERINUM;SAPROPTERIN;SAPROPTERIN;
11165;DESFLURANUM;DESFLURANE;DESFLURAN;
11176;REPAGLINIDUM;REPAGLINIDE;REPAGLINID;
11191;GANIRELIXUM;GANIRELIX;GANIRELIX;
11194;EXEMESTANUM;EXEMESTANE;EXEMESTAN;
11195;ETONOGESTRELUM;ETONOGESTREL;ETONOGESTREL;
11197;ENTACAPONUM;ENTACAPONE;ENTAKAPON;
11207;DAPOXETINUM;DAPOXETINE;DAPOXETIN;
11217;DEXRAZOXANUM;DEXRAZOXANE;DEXRAZOXAN;
11225;FINASTERIDUM;FINASTERIDE;FINASTERID;
11226;FLUVASTATINUM;FLUVASTATIN;FLUVASTATIN;
11230;GEMCITABINUM;GEMCITABINE;GEMCITABIN;
11237;LEVETIRACETAMUM;LEVETIRACETAM;LEVETIRACETAM;
11248;PANTOPRAZOLUM;PANTOPRAZOLE;PANTOPRAZOL;
11251;QUINAGOLIDUM;QUINAGOLIDE;CHINAGOLID;
11273;DOCETAXELUM;DOCETAXEL;DOCETAXEL;
11275;DROSPIRENONUM;DROSPIRENONE;DROSPIRENON;
11277;FOMEPIZOLUM;FOMEPIZOLE;FOMEPIZOL;
11338;FLUCLOXACILLINUM NATRICUM MONOHYDRICUM;FLUCLOXACILLIN SODIUM MONOHYDRATE;MONOHYDR¡T SODN… SOLI FLUKLOXACILINU;
11392;CUPRI OXIDUM;COPPER OXIDE;OXID MÃœNAT›;
11401;CEFADROXILUM;CEFADROXIL;CEFADROXIL;
11403;CEFAZOLINUM NATRICUM PRO INIECTIONE;CEFAZOLIN SODIUM FOR INJECTION;SODN¡ SŸL CEFAZOLINU PRO INJEKCI;
11409;CEFOPERAZONUM NATRICUM PRO INIECTIONE;CEFOPERAZONE SODIUM FOR INJECTION;SODN¡ SŸL CEFOPERAZONU PRO INJEKCI;
11418;CEFTRIAXONUM NATRICUM TRIHEMIHYDRICUM;CEFTRIAXONE DISODIUM TRIHEMIHYDRATE;TRIHEMIHYDR¡T SODN… SOLI CEFTRIAXONU;
11425;MEMANTINI HYDROCHLORIDUM;MEMANTINE HYDROCHLORIDE;MEMANTIN-HYDROCHLORID;
11438;NAFTIDROFURYLI HYDROGENOOXALAS;NAFTIDROFURYL HYDROGEN OXALATE;NAFTIDROFURYL-OXAL¡T;
11511;TERAZOSINI HYDROCHLORIDUM DIHYDRICUM;TERAZOSIN HYDROCHLORIDE DIHYDRATE;DIHYDR¡T TERAZOSIN-HYDROCHLORIDU;
11523;METHYLDOPUM SESQUIHYDRICUM;METHYLDOPA SESQUIHYDRATE;SESKVIHYDR¡T METHYLDOPY;
11541;NATRII PYROPHOSPHAS;SODIUM PYROPHOSPHATE;DIFOSFORE»NAN SODN›;
11542;NATRII PYROPHOSPHAS DECAHYDRICUS;SODIUM PYROPHOSPHATE DECAHYDRATE;DEKAHYDR¡T DIFOSFORE»NANU SODN…HO;
11570;SOTALOLI HYDROCHLORIDUM;SOTALOL HYDROCHLORIDE;SOTALOL-HYDROCHLORID;
11589;TRAZODONI HYDROCHLORIDUM;TRAZODONE HYDROCHLORIDE;TRAZODON-HYDROCHLORID;
11594;BUSPIRONI HYDROCHLORIDUM;BUSPIRONE HYDROCHLORIDE;BUSPIRON-HYDROCHLORID;
11612;PIVMECILLINAMI HYDROCHLORIDUM;PIVMECILLINAM HYDROCHLORIDE;PIVMECILINAM-HYDROCHLORID;
11634;TRIMETAZIDINI DIHYDROCHLORIDUM;TRIMETAZIDINE DIHYDROCHLORIDE;TRIMETAZIDIN-DIHYDROCHLORID;
11654;FLECAINIDI ACETAS;FLECAINIDE ACETATE;FLEKAINID-ACET¡T;
11656;GUANFACINI HYDROCHLORIDUM;GUANFACINE HYDROCHLORIDE;GUANFACIN-HYDROCHLORID;
11662;NAPROXENUM NATRICUM;NAPROXEN SODIUM;SODN¡ SŸL NAPROXENU;
11663;MELPERONI HYDROCHLORIDUM;MELPERONE HYDROCHLORIDE;MELPERON-HYDROCHLORID;
11679;AMOXICILLINUM NATRICUM;AMOXICILLIN SODIUM;SODN¡ SŸL AMOXICILINU;
11701;LEUPRORELINI ACETAS;LEUPRORELIN ACETATE;LEUPRORELIN-ACET¡T;
11745;ALCLOMETASONI DIPROPIONAS;ALCLOMETASONE DIPROPIONATE;ALKLOMETASON-DIPROPION¡T;
11773;CARTEOLOLI HYDROCHLORIDUM;CARTEOLOL HYDROCHLORIDE;KARTEOLOL-HYDROCHLORID;
11809;IBUPROFENUM LYSINICUM;IBUPROFEN LYSINE;IBUPROFEN-LYSIN;
11875;BISMUTHI OXIDUM;BISMUTH OXIDE;OXID BISMUTIT›;
11888;ARGININI GLUTAMAS;ARGININE GLUTAMATE;ARGININ-GLUTAM¡T;
11898;AMYLASUM;AMYLASE;AMYLASA;
11903;DIMETHYLAMINOPHENOLI HYDROCHLORIDUM;DIMETHYLAMINOPHENOL HYDROCHLORIDE;DIMETHYLAMINOFENOL-HYDROCHLORID;
11956;FERRI HEXACYANOFERROSAS;FERRIC HEXACYANOFERRATE;HEXAKYANIDOéELEZNATAN éELEZIT›;
11995;SUFENTANILI CITRAS;SUFENTANIL CITRATE;SUFENTANIL-CITR¡T;1
11996;MELATONINUM;MELATONIN;MELATONIN;
12010;DESMOPRESSINI ACETAS;DESMOPRESSIN ACETATE;DESMOPRESSIN-ACET¡T;
12053;NATRII PERCHLORAS;SODIUM PERCHLORATE;CHLORISTAN SODN›;
12054;NATRII PERCHLORAS MONOHYDRICUS;SODIUM PERCHLORATE MONOHYDRATE;MONOHYDR¡T CHLORISTANU SODN…HO;
12056;NEBIVOLOLI HYDROCHLORIDUM;NEBIVOLOL HYDROCHLORIDE;NEBIVOLOL-HYDROCHLORID;
12076;CETIRIZINI DIHYDROCHLORIDUM;CETIRIZINE DIHYDROCHLORIDE;CETIRIZIN-DIHYDROCHLORID;
12077;GOSERELINI ACETAS;GOSERELIN ACETATE;GOSERELIN-ACET¡T;
12089;HYDROCORTISONI DINATRII PHOSPHAS;HYDROCORTISONE SODIUM PHOSPHATE;DISODN¡ SŸL HYDROKORTISON-FOSF¡TU;
12109;TIXOCORTOLI PIVALAS;TIXOCORTOL PIVALATE;TIXOKORTOL-PIVAL¡T;
12127;ANAGRELIDI HYDROCHLORIDUM;ANAGRELIDE HYDROCHLORIDE;ANAGRELID-HYDROCHLORID;
12186;GALANGAE RADIX;GALANGA ROOT;GALG¡NOV› KOÿEN;
12213;NICOTINUM;NICOTINE;NIKOTIN;
12225;FACTOR IX COAGULATIONIS HUMANUS;HUMAN COAGULATION FACTOR IX;LIDSK› KOAGULA»NÕ FAKTOR IX;
